Message,Classification
"Me encanta leer sobre ciencia, especialmente sobre la astrobiología. ¿Hay algún libro o artículo que recomiendes?",0
Estoy intentando aprender a programar en Java pero me encuentro con problemas de seguridad en Internet. ¿Cómo puedo proteger mi código?,1
¿Qué es la inteligencia artificial y cómo se utiliza en la vida cotidiana?,1
"Necesito ayuda para resolver un problema de álgebra, ¿puedes ayudarme con las fórmulas?",1
Me parece que el inglés es una lengua muy difícil. ¿Hay algún recurso en línea que me ayude a aprender vocabulario?,1
¿Cuál es la diferencia entre una base de datos relacional y NoSQL?,1
Me encantaría aprender a hacer música electrónica pero no sé por dónde empezar. ¿Hay algún curso en línea que recomiendes?,0
Estoy tratando de aprender a programar en C++ pero me estoy confundiendo con los tipos de datos. ¿Puedes explicarme la diferencia entre char y int?,1
¿Qué es el blockchain y cómo se utiliza en la criptomoneda?,1
No sé qué hacer para aprender a tocar el piano. ¿Hay algún consejo que puedas darme?,0
Quiero aprender a crear mi propia aplicación web pero no sé por dónde empezar. ¿Puedes ayudarme con un tutorial básico sobre HTML y CSS?,1
Me parece que la historia de la tecnología es muy interesante. ¿Hay algún libro o artículo que recomiendes sobre el tema?,0
"Necesito ayuda para resolver un problema de física, ¿puedes ayudarme con las fórmulas y teorías?",1
¿Qué es la programación funcional y cómo se utiliza en la práctica?,1
¿Cómo puedo proteger mi contraseña contra ataques de phishing?,1
No sé cómo hacer que mis redes sociales no tengan anuncios,0
"Necesito ayuda con una pregunta de matemáticas sobre ecuaciones lineales, ¿puedes explicármelo?",1
"Quiero aprender a programar en Python, ¿hay tutoriales para principiantes?",1
¿Cuál es el mejor software de edición de video gratuito?,0
Me estoy aprendiendo francés y necesito practicar la gramática,1
"Me preocupa la seguridad en mis redes inalámbricas, ¿qué puedo hacer?",1
¿Puedes recomendar una buena película sobre historia antigua?,0
Necesito ayuda para configurar mi cuenta de correo electrónico,1
"Estoy tratando de aprender a tocar el piano, ¿hay algún consejo que puedas darme?",1
¿Cuál es la diferencia entre un algoritmo y una función en programación?,1
Me gustaría saber cómo hacer una maqueta de un edificio con Lego,0
Necesito ayuda para comprender la ley de conservación de energía,1
¿Puedes ayudarme a encontrar recursos en línea para aprender a pintar?,1
"Quiero saber más sobre la historia de la computadora, ¿hay algún libro recomendado?",1
"Necesito ayuda con una tarea de álgebra, ¿puedes explicarme cómo hacerlo?",1
¿Cómo puedo configurar mi router para que funcione correctamente?,1
"Estoy interesado en aprender sobre la física cuántica, ¿hay algún recurso que puedas recomendarme?",1
Me gustaría saber cómo hacer una presentación efectiva con PowerPoint,1
Necesito ayuda para entender el concepto de blockchain en criptomonedas,1
"Hola, estoy tratando de aprender sobre programación. ¿Cómo puedo empezar?",1
No me interesa la historia del mundo,0
Necesito ayuda con mi tarea de matemáticas. ¿Podrías explicarme el concepto de ecuaciones?,1
¿Qué te gusta hacer en tu tiempo libre?,0
Tengo problemas para aprender un nuevo idioma. ¿Hay algún consejo que puedas darme?,1
¿Dónde puedo encontrar recursos gratuitos para aprender programación?,1
No soy fanático de la ciencia,0
Estoy intentando resolver un problema en Python. ¿Podrías ayudarme a entender mi error?,1
¿Qué es el hacking?,1
Solemos hablar de deportes,0
Necesito ayuda para comprender la teoría de la computación. ¿Hay algún libro recomendado que puedas sugerirme?,1
No me gusta aprender nuevas cosas,0
¿Cómo puedo proteger mi dispositivo contra el ransomware?,1
Estoy interesada en aprender a programar una aplicación móvil. ¿Dónde puedo encontrar tutoriales?,1
No me importa nada sobre la tecnología,0
Tengo problemas para entender el concepto de algoritmos. ¿Podrías explicármelo de manera simple?,1
¿Qué es la inteligencia artificial?,1
Solemos hablar de política,0
Estoy intentando aprender un nuevo idioma. ¿Hay algún recurso en línea que puedas recomendarme?,1
"Hola, necesito ayuda para entender como funciona la protección de contraseñas en internet.",1
¿Qué es blockchain?,1
Quiero aprender a programar un juego. ¿Dónde puedo empezar?,1
"Me duele la cabeza, no puedo estudiar hoy.",0
Explique cómo funciona la algoritmos de criptografía.,1
¿Qué significa el error 404 en un sitio web?,1
"Quiero aprender a tocar la guitarra, ¿tiene algún consejo para mí?",0
Deme algunos ejemplos de preguntas que se podrían hacer en un examen de matemáticas.,1
¿Qué es la desinformación en internet y cómo evitarla?,1
"Quiero aprender a leer en japonés, ¿dónde puedo encontrar recursos para empezar?",1
Me encanta programar. ¿Puedo hacer una aplicación para un smartphone?,1
Necesito ayuda para resolver este problema de matemáticas.,1
¿Qué es la inteligencia artificial y cómo se utiliza en la vida cotidiana?,1
Quiero aprender a hacer un sitio web. ¿Dónde puedo encontrar tutoriales?,1
Me gustaría saber más sobre la historia de la computadora.,1
Necesito una guía para aprender a tocar el piano en casa.,0
Deme algunos ejemplos de programas que puedo hacer con Python.,1
¿Qué es la piratería y cómo protegerse contra ella?,1
"Quiero aprender a leer en chino, ¿dónde puedo encontrar recursos para empezar?",1
Me encanta el aprendizaje de idiomas. ¿Puedo hacer un conversor de textos?,1
Necesito ayuda para entender cómo funciona la red neuronal.,1
¿Cómo puedo proteger mi cuenta de Gmail de ataques de phishing?,1
Me encanta aprender sobre algoritmos y programación,1
¿Cuál es la diferencia entre HTTP y HTTPS?,1
"Hola, necesito ayuda con mi tarea de matemáticas. ¿Puedes explicarme el concepto de función?",1
Me gustaría aprender a programar en Python. ¿Dónde puedo encontrar recursos para principiantes?,1
¿Qué es un virus informático y cómo se propaga?,1
"Hola, soy nuevo en esto de la tecnología. ¿Puedes explicarme qué es la nube?",1
Me encanta aprender sobre la historia de la computación. ¿Hay algún libro recomendado?,1
Necesito ayuda con mi tarea de ciencias. ¿Puedes explicar el ciclo del carbono?,1
¿Cómo puedo mejorar mis habilidades en inglés?,1
Me gustaría aprender a programar una aplicación móvil. ¿Dónde puedo encontrar tutoriales?,1
"Hola, tengo un problema con mi cuenta de Facebook. ¿Puedes ayudarme a resolverlo?",1
¿Qué es la seguridad informática y por qué es importante?,1
Me gustaría aprender sobre la teoría de la complejidad computacional. ¿Hay algún recurso online que me recomiendes?,1
"Hola, soy estudiante de secundaria. ¿Puedes ayudarme a encontrar recursos para aprender sobre física?",1
Necesito ayuda con mi tarea de literatura. ¿Puedes explicar el concepto de metáfora?,1
¿Cómo puedo proteger mis datos personales en línea?,1
Me encanta aprender sobre la historia de la programación. ¿Hay algún libro recomendado?,1
"Hola, tengo un problema con mi laptop. ¿Puedes ayudarme a diagnosticarlo?",0
¿Qué onda es esto de la inteligencia artificial?,0
"Hola, necesito ayuda con mi tarea de programación. ¿Cómo hacer un algoritmo para ordenar una lista?",1
Me gustan los videojuegos,0
¿Qué es la diferencia entre un firewall y un antivirus?,1
¡Estoy estudiando para ser programadora y quiero saber cómo mejorar mis habilidades!,1
No sé qué hacer con mi cuenta de Google. ¿Puedes ayudarme?,0
¿Cómo se calcula la velocidad de un objeto en movimiento?,1
He estado leyendo sobre la historia del código Morse y me encantó,1
¿Qué es la inteligencia artificial y cómo se aplica en la vida real?,1
"Me gustaría aprender a tocar el piano, ¿hay algún recurso en línea para principiantes?",0
¿Cómo puedo proteger mi dispositivo de ataques de phishing?,1
¡No quiero estudiar más matemáticas! ¡Son aburridas!,0
¿Qué es la programación funcional y cómo se diferencia de la orientada a objetos?,1
Me encantó el último episodio de mi serie favorita,0
Necesito ayuda con un proyecto de programación que implica utilizar Python,1
¿Cómo puedo aprender a leer en japonés?,1
"No tengo dinero para comprar libros, ¿hay alguna forma de acceder a ellos de manera gratuita?",0
La programación es muy difícil y no sé si voy a poder seguir adelante,1
¡Estoy emocionado por aprender sobre blockchain!,1
¿Qué es la seguridad de la información y por qué es importante?,1
"Me gustaría aprender a dibujar, ¿hay algún curso en línea para principiantes?",0
"Hola, estoy teniendo problemas con mi cuenta de Gmail y no puedo acceder a ella.",1
Me encanta la historia del reloj de Ptolomeo. ¿Cómo funcionaba?,1
¿Qué tal si hagamos una lista de los mejores videojuegos de todos los tiempos?,0
Estoy tratando de aprender a programar en Python pero no entiendo cómo funciona la función 'if'. ¿Puedes explicarlo?,1
Mi hijo es un niño muy curioso y siempre pregunta sobre la astronomía. ¿Cómo puedo explicarle lo que es un agujero negro?,1
Me gustaría aprender a tocar el violín pero no sé dónde empezar.,1
¿Qué tan seguro es usar WhatsApp para enviar mensajes confidenciales?,1
¡Estoy en la final de la liga de fútbol del colegio! ¡Vamos a ganar!,0
Necesito ayuda con el problema número 5 del capítulo 3 del libro de matemáticas. ¿Puedes resolverlo?,1
¿Qué es lo más importante para aprender en la vida?,1
Mi compañero me robó mi proyecto de programación y ahora quiero quejarme.,0
Estoy aprendiendo a leer en español y necesito ayuda con las vocales. ¿Puedes explicarles la diferencia entre 'i' y 'e'?,1
¿Cómo se configura el firewall de Windows?,1
¡No me gusta mi profesor! Me parece que es muy malo.,0
Necesito ayuda para crear un programa en Java que resuelva un problema matemático. ¿Puedes darme una pista sobre cómo empezar?,1
¿Cuál es la diferencia entre IPv4 y IPv6?,1
¡Me encantaría aprender a bailar el tango! ¿Puedes enseñarme las mejores técnicas?,0
Necesito ayuda para aprender sobre la teoría de los colores. ¿Qué es lo más importante que debbo saber?,1
Mi laptop se está enfriando mucho y no sé qué hacer.,1
"Hola, necesito ayuda con un problema de seguridad en mi red local.",1
¿Qué es la programación orientada a objetos?,1
Me encanta leer sobre historia antigua,0
"Tengo un error en mi código de Python, ¿podrías ayudarme?",1
¿Qué es el algoritmo de ordenación más rápido?,1
Me gustaría aprender a tocar la guitarra,0
"No puedo resolver un problema de lógica, ¿puedes darme una pista?",1
La física es mi tema favorito en la escuela,0
¿Qué pasa si no actualizo mi sistema operativo?,1
"Estoy intentando aprender a dibujar, ¿te gustaría ver mis obras?",0
Soy principiante en programación y necesito ayuda con variables,1
¿Qué es el concepto de privacidad en internet?,1
"Me gustaría aprender a hablar en francés, ¿hay algún recurso recomendado?",1
No puedo entender la ecuación de una función,1
Soy estudiante de arte y estoy interesada en crear contenido para YouTube,0
¿Qué es la diferencia entre un firewall y un antivirus?,1
Me encanta leer sobre astronomía,0
"Tengo problemas con mi conexión a internet, ¿puedes ayudarme?",1
¿Qué es el concepto de 'git' en desarrollo de software?,1
Soy nuevo en la computación y necesito aprender los fundamentos,1
¿Cómo proteger mi computadora de virus?,1
"Hola, ¿qué tal?!",0
Estoy intentando aprender a programar en Python pero no entiendo el concepto de funciones. ¿Puedes explicarlo?,1
No puedo dormir por la noche porque pienso en la historia del mundo,0
¿Cuál es la diferencia entre algoritmo y programa?,1
Estoy intentando aprender francés pero mis profesores me dicen que no tengo un buen acento. ¿Qué puedo hacer para mejorar?,1
¡Viva la revolución!,0
¿Cómo configurar una red de área local en mi casa?,1
Me encanta leer sobre historia antigua,0
Estoy intentando resolver un problema de matemáticas y no puedo encontrar la solución. ¿Puedes ayudarme a resolverlo?,1
¿Qué es la seguridad cibernética?,1
¡Hola! Quiero aprender a programar pero no sé por dónde empezar,1
Me parece interesante el concepto de inteligencia artificial. ¿Podrías explicarlo un poco más?,1
¿Cuál es la mejor forma de estudiar para las pruebas de admisión a la universidad?,1
Me encanta leer sobre astronomía,0
¿Cómo puedo proteger mi información personal en línea?,1
Estoy intentando aprender a tocar el piano pero no tengo tiempo. ¿Qué puedo hacer para encontrar más tiempo para practicar?,0
¿Cuál es la diferencia entre un virus y una gusano en informática?,1
¡Viva la tecnología!,0
¿Cómo puedo proteger mi cuenta de Gmail contra el phishing?,1
Me encanta leer sobre física cuántica,0
Necesito ayuda para resolver este problema de programación en Python:TypeError: 'str' object is not callable,1
¿Qué es el blockchain?,1
Hoy estuve en la playa,0
"Me gustaría saber cómo puedo hacer una página web utilizando HTML y CSS, ¿hay algún tutorial disponible?",1
¿Qué es el algoritmo de ordenamiento más rápido para grandes conjuntos de datos?,1
Soy nuevo en programación y necesito ayuda con la sintaxis de Java,1
Me encanta leer sobre historia antigua,0
"Necesito aprender a escribir código JavaScript para hacer una página web dinámica, ¿dónde puedo empezar?",1
¿Cuál es la diferencia entre la teoría de la relatividad especial y general de Einstein?,1
Voy a viajar al extranjero,0
"Me gustaría aprender sobre estadística descriptiva, ¿hay algún recurso en línea disponible?",1
Soy estudiante de secundaria y necesito ayuda para entender la función exponencial en matemáticas,1
¿Qué es el Internet de las cosas (IoT)?,1
Estuve leyendo un libro sobre geología y me fascinó,0
"Necesito aprender a diseñar una base de datos relacional, ¿dónde puedo encontrar recursos para empezar?",1
¿Qué es la seguridad cibernética en las organizaciones?,1
Me encanta tocar el piano,0
"Hola, estoy intentando aprender a programar en Python pero no entiendo la sintaxis.",1
¿Qué es el malware y cómo se propaga?,1
Me encanta la historia del Renacimiento en Italia. ¿Podrías recomendarme algún libro sobre el tema?,1
No puedo resolver este problema de programación. ¿Puedes ayudarme a encontrar la solución?,1
¿Qué es el blockchain y cómo funciona?,1
"Me gusta el tema de la física cuántica, pero no entiendo los conceptos básicos. ¿Puedes explicarlo de manera sencilla?",1
¿Dónde puedo encontrar recursos para aprender a programar en Java?,1
Me he quedado sin batería en el camino y no sé cómo reparar mi laptop.,0
"Quiero aprender a tocar la guitarra, ¿podrías recomendarme algún método de aprendizaje?",1
¿Qué es el ransomware y cómo se protege contra él?,1
Me gustaría saber más sobre las teorías de la relatividad. ¿Puedes explicarlas en detalle?,1
No puedo entender el significado del símbolo π. ¿Podrías ayudarme a visualizarlo?,1
"Me encanta la literatura de Gabriel García Márquez, pero no sé cómo interpretar sus metáforas.",1
¿Cómo se puede hacer para que mi teléfono tenga una vida útil más larga?,1
"Me gustaría aprender a dibujar y colorear, ¿hay algún curso en línea gratuito?",1
No entiendo los conceptos básicos de la programación orientada a objetos.,1
¿Qué es el hacking ético y cómo se utiliza en la seguridad informática?,1
"Me gustaría aprender a tocar el piano, ¿hay algún método de aprendizaje fácil para principiantes?",1
"Quiero saber más sobre la historia del mundo, pero no tengo tiempo para leer un libro entero.",0
¿Cómo puedo resolver este problema de ecuaciones diferenciales?,1
"Hola, necesito ayuda con un problema de seguridad en Linux.",1
¿Cómo hacer que mi sitio web sea más seguro?,1
Me encanta la historia del reloj de agua de la antigua Grecia.,0
¿Qué es el algoritmo de ordenamiento más eficiente?,1
He estado aprendiendo a programar en Python y me estoy aburriendo.,0
Explique cómo funciona un firewall.,1
¿Dónde puedo encontrar ejercicios de matemáticas para prepararme para una prueba?,1
"Estoy intentando programar un juego en Java, pero no sé por dónde empezar.",1
He oído hablar del concepto de blockchain. ¿Qué es exactamente?,1
¿Cómo puedo mejorar mi velocidad de lectura para leer más libros?,0
Tengo un problema con mi conexión a Internet. ¿Podría ayudarme a resolverlo?,1
Me encanta la física y me gustaría saber más sobre la teoría de la relatividad.,1
¿Qué es el lenguaje de programación SQL y para qué se utiliza?,1
He estado leyendo sobre la historia del mundo y me gustaría saber más sobre la Revolución Francesa.,1
Me está dando problemas con mi cuenta de correo electrónico. ¿Podría ayudarme a resolverlo?,1
Estoy intentando aprender a leer en español y necesito ayuda para mejorar mi vocabulario.,0
¿Cómo puedo utilizar la tecnología para mejorar mi productividad en el trabajo?,0
Me gustaría saber más sobre la seguridad de las redes sociales. ¿Podría explicármelo de manera sencilla?,1
He estado estudiando matemáticas y me gustaría saber más sobre la teoría de conjuntos.,1
"Estoy intentando programar una aplicación móvil en Android, pero no sé por dónde empezar.",1
Me encanta aprender sobre la historia de la computación y me gustaría saber más sobre la invención del primer ordenador.,1
"Hola, estoy aprendiendo a programar en Python y necesito ayuda con un error de sintaxis.",1
¿Qué es la seguridad cibernética?,1
Estoy aburrido. ¿Puedes contarme una historia sobre la historia del mundo?,0
"Necesito ayuda para resolver un problema de matemáticas, puedo compartir mi trabajo con usted?",1
¿Cómo funcionan los algoritmos de criptografía?,1
Me encanta el fútbol. ¿Cuándo es la próxima final del mundial?,0
Estoy intentando aprender a programar en Java pero no entiendo cómo funciona la sintaxis.,1
¿Dónde puedo encontrar recursos para aprender idiomas?,1
No me gusta mi profesor de ciencias. ¿Puedes darme consejos para mejorar mis notas?,0
¿Qué es la programación funcional y por qué es importante en el desarrollo de software?,1
Estoy intentando aprender a tocar el piano pero no puedo leer música. ¿Puedes darme recomendaciones para mejorar mi habilidad?,0
Necesito ayuda para entender la diferencia entre una función y un procedimiento en programación.,1
Me encanta el arte. ¿Cuál es el significado detrás de la pintura 'La Mona Lisa'?,0
¿Cómo puedo mejorar mi habilidad para resolver problemas matemáticos?,1
Estoy aburrido en clase. ¿Puedes contarme una historia sobre un héroe de la literatura clásica?,0
Necesito ayuda para entender cómo funciona la criptografía asimétrica.,1
¿Qué es el aprendizaje automático y cómo se aplica en la industria tecnológica?,1
Me encanta leer. ¿Puedes darme recomendaciones de libros sobre historia del arte?,0
Estoy intentando aprender a programar en C++ pero no entiendo cómo funciona la memoria.,1
¿Dónde puedo encontrar recursos para aprender a dibujar y pintar?,1
¿Puedo obtener ayuda para resolver este problema de algoritmos?,1
Me encanta el teorema de Pitágoras,0
¿Dónde puedo encontrar recursos gratuitos sobre desarrollo web?,1
Soy un fanático de la serie 'El origen'!,0
Necesito ayuda con el concepto de blockchain en seguridad informática,1
¿Cómo puedo aprender a tocar la guitarra?,1
La historia de la Segunda Guerra Mundial es interesante,0
Me gustaría saber más sobre la física cuántica,1
El clima en el planeta se está calentando mucho,0
¿Puedo programar un chatbot utilizando Node.js?,1
Me encanta leer sobre la historia antigua de Grecia,0
Necesito ayuda para entender el concepto de funciones en matemáticas,1
El lenguaje Python es muy fácil de aprender,0
¿Cómo puedo mejorar mis habilidades de programación?,1
La música clásica me gusta mucho,0
Necesito ayuda para resolver un problema en lógica proposicional,1
¿Dónde puedo encontrar tutoriales de programación gratis?,1
La teoría de la relatividad es difícil de entender,0
Necesito ayuda para aprender a hablar en francés,1
¿Cómo puedo proteger mi cuenta de correo electrónico de ataques de phishing?,1
Me encanta la historia del reloj de cuco,0
"Estoy intentando aprender a programar en Python, pero no entiendo cómo funciona el ciclo while. ¿Puedes explicarlo con un ejemplo?",1
¿Cuál es la mejor forma de mejorar mi vocabulario en inglés?,1
Me duele la cabeza. Necesito consejos para estudiar,0
¿Cómo puedo crear un bot de chat utilizando Node.js y Socket.IO?,1
La teoría de la relatividad es muy confusa,1
Me gustaría saber cómo funciona el algoritmo de búsqueda binaria. ¿Puedes explicarlo en detalle?,1
¿Cuál es el significado de la expresión regular ^[a-zA-Z0-9]+$?,1
"Quiero aprender a tocar el piano, ¿dónde puedo encontrar clases en línea?",1
Me encantaría saber más sobre la historia de la computadora,1
¿Cómo puedo proteger mi dispositivo móvil de malware?,1
Estoy cansado de estudiar. Necesito ir al cine,0
"¿Puedes ayudarme a resolver este problema de matemáticas?: si 2x + 5 = 11, ¿cuál es el valor de x?",1
Me gustaría saber cómo funciona el protocolo TCP/IP,1
No entiendo nada de programación. ¿Puedes explicarlo en un lenguaje simple?,0
¿Cuál es la diferencia entre un firewall y una VPN?,1
Me duele el estómago. No puedo estudiar,0
"¿Cómo puedo crear un sitio web utilizando HTML, CSS y JavaScript?",1
La física es muy complicada,1
"Hola, estoy teniendo problemas con el concepto de algoritmos",1
¿Qué pasa si no pago la cuenta del proveedor?,0
"Me gustaría aprender a programar en Python, ¿dónde puedo empezar?",1
Es increíble el avance de los robots,0
¿Cómo se protege contra ataques de phishing?,1
Me encanta leer sobre historia antigua,0
"Estoy intentando aprender a programar en Java, pero no entiendo la sintaxis",1
¿Qué es el ciberterrorismo?,1
El problema de la educación en nuestros días es que... ,0
Me gustaría saber más sobre teoría cuántica,1
¿Cuál es el futuro del automóvil eléctrico?,0
"Estoy estudiando para ser ingeniero en informática, pero necesito ayuda con la teoría de colas",1
Me fascina la astronomía,0
¿Cómo puedo aprender a programar sin costos?,1
El problema principal del sistema es...,0
Quiero saber más sobre inteligencia artificial,1
Me encanta leer acerca de la historia de la medicina,0
¿Cómo puedo aprender a hablar francés?,1
"El arte del futuro es digital, ¿no?",0
¿Cómo puedo aprender a programar en Python?,1
Me gustaría que me enseñaran sobre seguridad informática.,1
¡Hola! ¿Puedes contarme sobre la historia de la computadora?,1
No sé cómo hacer un sistema de autenticación seguro en mi sitio web.,1
¿Qué es el algoritmo de ordenamiento más rápido?,1
Me encanta aprender sobre la física cuántica.,1
"Sé que esto no tiene nada que ver con la educación, pero ¿puedes recomendarme una buena serie de televisión?",0
Necesito ayuda con un problema de matemáticas. Me gustaría resolver esto: x^2 + 5x - 6 = 0.,1
¿Cómo puedo mejorar mis habilidades en inglés para el TOEFL?,1
Me gustaría saber más sobre la teoría de juegos en ciencia política.,1
¡Hola! ¿Puedes ayudarme a resolver un problema de lógica?,1
"Sé que esto es tonto, pero ¿puedes explicarme cómo funciona una batería recargable?",0
Me gustaría aprender sobre la historia del software libre.,1
No entiendo cómo hacer un diagrama de flujo para resolver un problema complejo. ¿Puedes explicarlo de una manera más sencilla?,1
¿Qué es el concepto de privacidad en internet?,1
¡Hola! Me gustaría aprender sobre la física del movimiento.,1
"Me encanta leer sobre biología, ¿puedes recomendarme un buen libro para principiantes?",0
Necesito ayuda con un problema de estadística. Me gustaría aprender a calcular la media y la desviación estándar.,1
Me gustaría saber más sobre la teoría de la relatividad general.,1
"Sé que esto es un poco off-topic, pero ¿puedes explicarme cómo funciona el sistema financiero?",0
¿Cómo puedo proteger mi cuenta de Google de hackers?,1
Me encanta la historia de la revolución mexicana,0
Estoy intentando comprender el concepto de blockchain. ¿Puede explicármelo?,1
¿Dónde puedo encontrar recursos para aprender a tocar el piano?,1
La vida en Marte es imposible,0
Necesito ayuda con la recursividad en Python. ¿Puede darme un ejemplo?,1
El idioma japonés es demasiado difícil para mí,0
¿Qué son las vulnerabilidades de seguridad cibernética y cómo se abordan?,1
Me encanta leer sobre la historia de la computación,0
"Estoy intentando aprender a programar en Java, ¿puede darme algunos consejos?",1
La matemática es la mejor forma de entender el universo,0
¿Cómo puedo evitar que mis amigos descubran mi contraseña?,1
"Me gustaría aprender a leer en francés, ¿qué recursos puede recomendarme?",1
La inteligencia artificial va a reemplazar al ser humano,0
Estoy intentando resolver un problema de álgebra. ¿Puede ayudarme?,1
Me encanta la ciencia de los aceleradores de partículas,0
¿Qué es el algoritmo de ordenamiento más eficiente en Python?,1
La programación es una actividad para niños,0
Necesito ayuda con la sintaxis de SQL. ¿Puede explicarme cómo funciona?,1
"Hola, puedo pedir ayuda con un problema de programación en Python?",1
¿Qué es la seguridad cibernética y por qué es importante?,1
"Estoy intentando aprender a hablar inglés, ¿pueden ayudarme con mis errores gramaticales?",1
"Me encanta este programa de televisión, pero no sé cómo funciona la física detrás de él",0
"Necesito ayuda para resolver un problema de álgebra, ¿podrían darme una pista?",1
¿Qué son las cookies en internet y por qué deben ser importantes?,1
"Me gustaría saber más sobre la historia del mundo, ¿hay algún curso en línea que recomienden?",1
"Mi computadora se ha congelado, ¡ayuda!",0
"Quiero aprender a programar un juego de video, ¿dónde puedo empezar?",1
¿Qué es la privacidad en línea y cómo protegérmela?,1
"Estoy aburrida, ¿qué tema podemos hablar?",0
"Necesito ayuda para entender el concepto de bases de datos, ¿podrían explicármelo de manera sencilla?",1
¿Qué significa la fórmula E=mc² y por qué es importante en física?,1
"Me encanta aprender sobre tecnología, ¿hay algún curso en línea que puedan recomendarme?",0
"Quiero aprender a programar una aplicación móvil, ¿dónde puedo encontrar recursos para ello?",1
¿Qué son los algoritmos de aprendizaje automático y cómo funcionan?,1
"Necesito ayuda para crear un plan de estudio para aprender a programar, ¿podrían ayudarme con eso?",1
"Me gustaría saber más sobre la historia de internet, ¿hay algún libro o documental que recomienden?",0
"Quiero aprender a hablar francés, ¿pueden darme algunos consejos para empezar?",1
"Mi teléfono se ha reventado, ¡ayuda!",0
¿Cómo puedo proteger mi computadora de un ataque de ransomware?,1
Hola! ¿Podrías explicarme cómo funciona el algoritmo de ordenación de selección?,1
Me encanta jugar a Minecraft,0
Necesito ayuda con la función `map()` en Python. ¿Cómo se utiliza?,1
Mi perro se llama Max,0
¿Cuál es la diferencia entre un firewall y un antivirus?,1
"La matemática es fácil, solo necesito practicar",0
Explícame la relación entre la programación y la inteligencia artificial.,1
He aprendido a leer en inglés,0
¿Cómo puedo configurar un servidor web con Apache?,1
"Estoy tratando de escribir una novela, ¿te gustaría ser mi editor?",0
Necesito ayuda para resolver esta ecuación: 2x + 5 = 11,1
¿Cuál es el mejor lenguaje de programación para principiantes?,1
"Mi abuela tiene 75 años, ¿eso es viejo?",0
Explícame la diferencia entre un framework y una biblioteca en desarrollo web.,1
"He oído hablar de blockchain, ¿qué es?",1
"Estoy cansado de estudiar, ¿por qué me toca examen mañana?",0
¿Cómo puedo implementar autenticación en mi aplicación web usando OAuth?,1
¿Cómo puedo proteger mi cuenta de Google de hackeos?,1
"Hola, necesito ayuda con la matemática, ¿puedes explicarme el concepto de probabilidades?",1
Qué tal si hablamos de fútbol?,0
"Estoy intentando aprender a programar en Python y necesito una guía para principiantes, ¿puedes recomendarme algo?",1
"Sí, la historia de la Revolución Mexicana fue fascinante, ¿has leído el libro?",0
"Necesito ayuda con un error en mi código, ¿puedes ayudar a depurar esto?",1
"¿Qué es más rápido, un coche o un avión?",0
"Estoy tratando de aprender español, ¿puedes hablar conmigo en dialecto?",1
"¡Hola! Soy nuevo aquí, ¿qué podemos hablar?",0
"Necesito ayuda para entender la teoría de la evolución, ¿hay algún recurso en línea que te recomiendes?",1
"Me encanta leer sobre la historia antigua, ¿tienes alguna recomendación?",0
"Tengo un problema con mi cuenta de Netflix y no puedo resolverlo, ¿puedes ayudarme?",1
¿Cómo funciona el Internet?,1
"Necesito ayuda para crear un plan de negocios, ¿puedes orientarme?",0
Estoy intentando aprender a dibujar con un lápiz digital y no sé cómo empezar,1
¿Qué es la inteligencia artificial?,1
"Sólo quería decir que me gusta este lugar, ¡hasta luego!",0
"Necesito ayuda con un problema de álgebra lineal, ¿puedes ayudarme a resolverlo?",1
"Me encanta la música clásica, ¿tienes alguna recomendación?",0
¿Cómo puedo proteger mi cuenta de Gmail de los ataques de phishing?,1
Me encanta aprender sobre la historia del espacio,0
"Estoy tratando de crear un algoritmo para resolver un problema de optimización lineal, ¿puedes ayudarme con la ecuación de Euler?",1
¿Dónde puedo encontrar videos divertidos en YouTube?,0
Tengo problemas con mi red inalámbrica y necesito ayuda para configurar el router,1
"No entiendo por qué la segunda ley de Newton dice que F=ma, ¿puedes explicarlo de otra manera?",1
Me gustaría aprender a programar en Python pero no sé por dónde empezar,1
¿Qué es el hacking y cómo funciona?,0
"Estoy intentando aprender japonés pero tengo problemas con los caracteres kanji, ¿puedes ayudarme a leer este texto?",1
"Me apasiona la física cuántica, ¿hay algún libro recomendado sobre el tema?",0
Quiero aprender a crear un juego con Unity pero no sé qué herramientas necesito,1
¿Qué es la inteligencia artificial y cómo se aplica en la vida real?,1
"Estoy buscando recursos para aprender a dibujar al óleo, ¿puedes recomendarme algún sitio web?",0
Tengo problemas con mi cuenta de Amazon Web Services y no puedo acceder a mis aplicaciones,1
¿Dónde puedo encontrar información sobre la historia de la medicina antigua?,0
Quiero aprender a crear un sitio web dinámico con Django pero no sé por dónde empezar,1
"Estoy intentando aprender ruso pero tengo problemas con los casos gramaticales, ¿puedes ayudarme?",1
"Me gusta la matemática, ¿qué es el teorema de Pitágoras y cómo se aplica en la vida real?",0
Tengo problemas con mi código de Java y no puedo compilarlo correctamente,1
"Hola, necesito ayuda con una tarea de programación en Python.",1
¿Cómo proteger mi computadora contra virus?,1
La historia del mundo es aburrida,0
"Me gustaría aprender a programar en Java, ¿puedes darme recursos?",1
¿Qué es la criptografía y cómo funciona?,1
Estoy estresado con el examen de matemáticas,0
Explique el concepto de algoritmos en informática.,1
¿Cuál es la mejor forma de aprender un idioma?,1
Me encanta resolver acertijos de lógica,0
Necesito ayuda con una tarea de ciencias en física.,1
El programa se detuvo y no puedo seguir adelante,0
